FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away
0.419,0.762,0.258,18,47,0.494,0.684,0.385,25,47
0.407,0.893,0.324,23,49,0.442,0.676,0.343,20,43
0.415,0.75,0.241,25,38,0.541,0.741,0.405,28,48
0.488,0.815,0.296,16,43,0.423,0.667,0.286,20,45
0.462,0.68,0.381,26,42,0.388,0.725,0.29,25,59
0.473,0.909,0.194,22,42,0.535,0.905,0.382,32,43
0.392,0.828,0.257,16,31,0.511,0.844,0.366,36,46
0.5,0.833,0.31,25,34,0.558,0.85,0.429,30,39
0.4,0.7,0.238,27,58,0.402,0.652,0.292,31,56
0.404,0.708,0.368,19,42,0.554,0.813,0.5,26,38
0.5,0.667,0.429,22,48,0.537,0.72,0.475,18,38
0.442,0.786,0.318,20,44,0.5,0.852,0.353,21,46
0.554,0.846,0.514,34,50,0.462,0.737,0.351,29,35
0.429,0.923,0.317,23,45,0.5,0.786,0.545,23,47
0.542,0.655,0.2,30,40,0.429,0.813,0.459,25,44
0.435,0.889,0.372,22,44,0.439,0.609,0.324,21,51
0.5,0.95,0.414,25,47,0.512,0.909,0.4,24,36
0.435,0.81,0.367,20,39,0.506,0.75,0.406,23,43
0.39,0.724,0.238,23,42,0.455,0.789,0.32,21,48
0.39,0.684,0.344,25,50,0.439,0.818,0.294,29,57
0.512,0.806,0.292,27,42,0.433,0.857,0.295,23,49
0.517,0.667,0.294,26,37,0.473,0.81,0.389,27,48
0.477,0.636,0.278,24,44,0.468,0.842,0.333,17,41
0.538,0.889,0.424,25,35,0.511,0.833,0.39,30,39
0.417,0.815,0.259,19,48,0.447,0.636,0.439,27,38
0.288,0.846,0.25,17,40,0.561,0.818,0.556,28,51
0.558,0.733,0.345,28,47,0.505,0.421,0.415,32,41
0.394,0.628,0.236,29,58,0.412,0.757,0.242,31,62
0.5,0.85,0.154,20,34,0.5,0.63,0.294,29,49
0.489,0.7,0.32,30,52,0.412,0.667,0.286,26,46
0.471,0.778,0.31,21,45,0.376,0.815,0.348,19,44
0.512,0.933,0.346,25,49,0.344,0.778,0.257,12,43
0.417,0.818,0.3,28,56,0.5,0.667,0.382,28,46
0.523,0.857,0.417,25,53,0.478,0.714,0.3,28,33
0.427,0.75,0.317,18,43,0.455,0.737,0.419,30,58
0.584,0.875,0.457,36,47,0.305,0.774,0.235,8,44
0.477,0.913,0.4,25,52,0.44,0.87,0.282,24,42
0.551,0.864,0.45,34,53,0.422,0.679,0.324,23,33
0.565,0.533,0.441,25,43,0.453,0.769,0.39,23,38
0.424,0.815,0.289,21,54,0.366,1,0.316,18,48
0.441,0.773,0.289,28,54,0.512,0.893,0.529,23,38
0.476,0.85,0.375,29,51,0.383,0.853,0.308,19,41
0.402,0.788,0.311,28,53,0.49,0.606,0.333,31,57
0.466,0.714,0.342,26,32,0.566,0.862,0.429,27,42
0.494,0.85,0.344,22,46,0.505,0.842,0.378,26,34
0.481,0.81,0.455,24,40,0.468,0.867,0.333,21,34
0.489,0.647,0.353,22,35,0.464,0.857,0.378,28,50
0.5,0.793,0.345,20,52,0.452,0.682,0.3,16,41
0.449,0.826,0.28,20,57,0.386,0.733,0.306,22,43
0.412,0.632,0.385,16,44,0.524,0.545,0.318,23,42
0.444,0.735,0.316,24,50,0.466,0.667,0.407,25,48
0.524,0.7,0.441,40,52,0.425,0.667,0.366,25,44
0.471,0.611,0.343,32,45,0.557,0.652,0.429,36,51
0.472,0.688,0.474,25,38,0.531,0.833,0.375,20,32
0.387,0.808,0.269,19,55,0.389,0.917,0.171,21,52
0.456,0.867,0.326,28,49,0.556,0.857,0.563,37,41
0.396,0.733,0.27,24,54,0.433,0.722,0.25,23,52
0.632,0.769,0.452,32,43,0.5,0.813,0.325,32,32
0.449,0.875,0.317,22,50,0.44,0.75,0.371,23,40
0.436,0.857,0.2,27,40,0.478,0.69,0.5,32,60
0.506,0.889,0.355,29,41,0.464,0.857,0.345,19,42
0.424,0.875,0.268,19,39,0.481,0.857,0.313,25,43
0.524,0.6,0.421,25,41,0.546,0.818,0.385,25,37
0.487,0.852,0.333,19,41,0.481,0.72,0.391,24,31
0.567,0.69,0.3,35,43,0.455,0.68,0.263,18,39
0.462,0.882,0.333,27,38,0.433,0.727,0.389,24,51
0.476,0.75,0.429,18,51,0.384,0.727,0.242,24,46
0.43,0.696,0.302,26,43,0.561,0.684,0.485,27,40
0.414,0.857,0.298,28,45,0.511,1,0.371,22,45
0.461,0.706,0.333,26,52,0.359,0.765,0.372,17,35
0.472,0.813,0.313,26,41,0.554,0.462,0.459,29,38
0.516,0.889,0.4,32,51,0.449,0.833,0.348,28,34
0.461,0.944,0.313,24,44,0.453,0.917,0.231,27,48
0.578,0.75,0.515,36,43,0.398,0.848,0.323,22,43
0.384,0.385,0.278,22,40,0.549,0.75,0.35,32,52
0.515,0.8,0.346,26,55,0.449,0.75,0.355,25,40
0.525,0.9,0.25,27,43,0.372,0.645,0.31,19,47
0.506,0.783,0.5,24,47,0.379,0.682,0.167,20,45
0.541,0.774,0.41,31,52,0.446,0.833,0.349,25,41
0.518,0.6,0.313,28,41,0.542,0.6,0.417,31,42
0.352,0.769,0.289,21,50,0.489,0.75,0.5,34,50
0.494,0.885,0.36,29,38,0.481,0.706,0.5,34,49
0.411,0.875,0.225,28,38,0.488,0.655,0.429,21,51
0.45,0.913,0.226,25,33,0.566,0.81,0.563,29,37
0.478,0.903,0.385,18,40,0.544,0.895,0.375,31,44
0.411,0.765,0.306,21,50,0.5,0.765,0.349,30,40
0.419,0.852,0.25,19,49,0.379,0.686,0.242,18,56
0.481,0.885,0.269,21,38,0.536,0.81,0.5,29,38
0.462,0.81,0.472,27,51,0.421,0.684,0.375,28,47
0.521,0.762,0.313,37,55,0.414,0.727,0.39,24,36
0.405,0.679,0.344,25,50,0.373,0.882,0.258,17,47
0.358,0.952,0.192,17,40,0.455,0.929,0.283,29,55
0.432,0.846,0.444,25,48,0.389,0.938,0.2,21,50
0.476,0.688,0.356,28,33,0.532,0.722,0.414,29,33
0.417,0.938,0.391,26,44,0.545,0.815,0.5,28,50
0.433,0.69,0.354,27,38,0.505,0.727,0.333,33,62
0.384,0.625,0.278,23,50,0.418,0.944,0.344,27,49
0.353,0.789,0.208,14,42,0.404,0.5,0.258,26,64
0.471,0.607,0.265,29,57,0.398,0.722,0.289,24,56
0.482,0.571,0.311,25,38,0.533,0.727,0.46,36,44
0.518,0.682,0.375,30,47,0.483,0.625,0.3,23,41
0.413,0.917,0.326,27,52,0.4,0.8,0.4,26,51
0.327,0.75,0.385,18,56,0.451,0.76,0.321,23,55
0.495,1,0.444,25,37,0.544,0.783,0.231,30,43
0.568,0.889,0.63,29,45,0.462,0.905,0.31,27,40
0.573,0.8,0.464,33,44,0.434,0.793,0.333,15,35
0.565,0.857,0.447,33,50,0.414,0.727,0.353,25,42
0.449,0.941,0.463,22,31,0.56,0.913,0.32,27,38
0.459,0.826,0.294,22,40,0.514,0.739,0.333,23,36
0.396,0.7,0.182,18,53,0.379,0.714,0.357,24,52
0.375,0.711,0.242,21,43,0.506,0.889,0.4,27,42
0.44,0.786,0.326,27,45,0.506,0.893,0.441,29,42
0.425,0.895,0.389,30,58,0.478,0.917,0.414,30,51
0.524,0.727,0.5,25,41,0.523,0.778,0.281,30,39
0.56,0.75,0.476,27,40,0.525,0.826,0.355,29,25
0.517,0.545,0.433,29,43,0.466,0.68,0.379,19,44
0.449,0.696,0.438,25,46,0.442,0.923,0.314,29,52
0.451,0.769,0.407,23,41,0.456,0.789,0.409,25,52
0.512,0.882,0.389,31,42,0.425,0.778,0.3,18,46
0.432,0.769,0.333,23,48,0.431,0.696,0.41,30,51
0.476,0.697,0.35,25,37,0.513,0.556,0.333,23,48
0.469,0.8,0.326,28,39,0.477,0.84,0.459,25,50
0.488,0.773,0.241,21,37,0.532,0.75,0.393,24,39
0.441,0.889,0.333,23,48,0.488,0.786,0.32,22,40
0.423,0.667,0.367,25,53,0.357,0.526,0.333,23,55
0.488,0.786,0.25,21,35,0.438,0.893,0.286,24,46
0.5,0.889,0.316,26,44,0.439,0.7,0.343,22,40
0.481,0.69,0.462,20,43,0.487,0.88,0.267,26,38
0.511,0.793,0.367,25,49,0.495,0.818,0.359,33,36
0.495,0.76,0.422,35,52,0.427,0.893,0.318,27,46
0.554,0.706,0.485,33,34,0.448,1,0.435,30,46
0.553,0.839,0.355,26,37,0.494,0.714,0.4,25,33
0.429,0.857,0.29,26,37,0.388,0.857,0.2,26,51
0.526,0.667,0.483,31,50,0.469,0.846,0.341,25,41
0.49,0.867,0.355,30,49,0.461,0.679,0.2,18,48
0.524,0.667,0.381,24,44,0.391,0.7,0.386,25,38
0.5,0.793,0.371,25,47,0.43,0.5,0.289,24,36
0.457,0.875,0.375,28,46,0.427,0.706,0.5,21,43
0.429,0.69,0.372,25,37,0.538,0.826,0.425,23,41
0.407,0.941,0.293,22,50,0.42,0.75,0.184,18,41
0.583,0.656,0.323,31,45,0.54,0.522,0.429,29,38
0.327,0.667,0.235,24,44,0.524,0.842,0.393,23,60
0.556,0.944,0.406,36,44,0.518,0.75,0.462,23,36
0.462,0.84,0.385,26,48,0.463,0.64,0.382,25,41
0.512,0.813,0.324,26,40,0.481,0.778,0.421,22,40
0.474,0.727,0.333,23,32,0.602,0.7,0.535,39,41
0.551,0.833,0.419,35,40,0.469,0.714,0.375,23,38
0.495,0.667,0.344,31,46,0.45,0.875,0.351,27,43
0.439,0.739,0.25,22,40,0.531,0.636,0.341,31,43
0.531,0.636,0.471,31,46,0.44,0.696,0.273,25,47
0.514,0.731,0.4,24,36,0.439,0.85,0.343,24,43
0.409,0.7,0.32,26,61,0.439,0.778,0.356,24,53
0.46,0.833,0.419,24,60,0.417,0.714,0.345,27,37
0.408,0.889,0.311,24,55,0.398,0.81,0.393,21,52
0.494,0.962,0.48,28,47,0.368,0.784,0.345,23,41
0.518,0.714,0.306,25,50,0.418,0.719,0.375,19,44
0.461,0.7,0.387,19,43,0.349,0.926,0.194,15,52
0.389,0.909,0.147,23,43,0.5,0.88,0.364,29,43
0.471,0.963,0.441,28,51,0.446,0.719,0.257,22,37
0.481,0.774,0.244,25,38,0.568,0.8,0.436,20,34
0.561,0.75,0.391,27,42,0.435,0.857,0.37,20,37
0.453,0.588,0.326,22,43,0.432,0.621,0.333,25,60
0.526,0.833,0.432,35,44,0.523,0.846,0.267,22,37
0.512,0.757,0.513,36,49,0.489,0.815,0.359,20,38
0.461,0.871,0.326,27,47,0.464,0.571,0.35,21,45
0.5,0.588,0.371,30,41,0.409,1,0.207,19,42
0.537,0.714,0.583,31,47,0.442,0.778,0.227,22,41
0.471,0.824,0.452,27,41,0.463,0.889,0.281,22,41
0.478,0.824,0.294,33,41,0.581,0.788,0.533,37,36
0.452,0.773,0.257,29,39,0.444,0.889,0.517,20,49
0.533,0.765,0.333,29,48,0.419,0.737,0.3,23,42
0.5,0.909,0.432,30,38,0.422,0.647,0.341,24,44
0.489,0.769,0.414,26,38,0.472,0.926,0.417,27,48
0.548,0.75,0.269,32,45,0.481,0.607,0.387,24,34
0.457,0.789,0.243,30,39,0.511,0.731,0.304,24,44
0.43,0.739,0.4,20,39,0.488,0.667,0.389,14,44
0.512,0.609,0.368,27,38,0.545,0.769,0.444,35,45
0.464,0.935,0.323,26,44,0.482,0.692,0.409,26,39
0.423,0.786,0.333,25,36,0.429,0.871,0.344,25,56
0.524,0.793,0.471,27,42,0.488,0.719,0.323,25,37
0.463,0.8,0.333,25,52,0.415,0.871,0.379,28,48
0.495,0.857,0.444,32,67,0.305,0.733,0.182,15,45
0.42,0.682,0.259,20,54,0.472,1,0.316,23,33
0.411,0.68,0.265,21,45,0.574,1,0.375,38,49
0.533,0.833,0.395,31,58,0.352,1,0.25,17,39
0.394,0.85,0.39,26,50,0.439,0.742,0.326,21,49
0.432,0.6,0.361,29,51,0.417,0.524,0.316,21,45
0.466,0.935,0.2,23,45,0.437,0.72,0.413,26,41
0.413,0.75,0.356,26,44,0.461,0.737,0.385,31,51
0.475,0.533,0.361,28,51,0.494,0.682,0.452,16,38
0.429,0.842,0.444,26,52,0.43,0.667,0.341,20,40
0.355,0.813,0.235,20,44,0.444,0.81,0.487,26,57
0.494,0.9,0.455,31,39,0.456,0.8,0.275,20,38
0.525,0.783,0.462,31,35,0.434,0.75,0.238,10,44
0.398,0.643,0.333,28,43,0.529,0.462,0.563,31,47
0.391,0.704,0.111,23,54,0.455,0.75,0.385,25,45
0.472,0.682,0.333,30,43,0.478,0.87,0.438,22,47
0.486,0.742,0.3,22,42,0.374,0.684,0.167,20,50
0.522,0.839,0.438,24,37,0.505,0.933,0.395,27,48
0.518,0.739,0.343,29,34,0.56,0.842,0.379,28,34
0.434,0.9,0.31,19,40,0.383,0.826,0.314,17,51
0.495,0.88,0.5,19,43,0.526,0.625,0.405,29,48
0.461,0.514,0.222,22,54,0.388,0.563,0.293,16,41
0.49,0.857,0.28,34,51,0.44,0.704,0.345,19,44
0.455,0.7,0.347,34,62,0.378,0.8,0.273,20,52
0.444,0.759,0.275,23,35,0.494,0.826,0.433,23,45
0.418,0.714,0.357,23,44,0.46,0.733,0.344,21,49
0.559,0.833,0.424,26,36,0.482,0.917,0.375,30,33
0.451,0.87,0.297,25,42,0.474,0.7,0.485,20,42
0.506,0.8,0.333,29,45,0.467,0.824,0.367,20,40
0.386,0.714,0.194,20,53,0.365,0.875,0.184,21,49
0.389,0.833,0.276,24,49,0.48,1,0.36,24,53
0.473,0.826,0.406,34,37,0.524,0.625,0.44,19,48
0.456,0.853,0.323,22,44,0.437,0.75,0.406,22,40
0.481,0.773,0.333,25,41,0.427,0.85,0.286,25,39
0.377,0.667,0.237,21,48,0.5,0.682,0.393,27,35
0.435,0.8,0.297,19,50,0.453,0.92,0.222,25,40
0.447,0.828,0.214,28,53,0.432,0.706,0.429,23,48
0.477,0.813,0.345,23,40,0.528,0.85,0.32,23,36
0.523,0.879,0.395,34,39,0.433,0.724,0.37,21,45
0.433,0.769,0.304,27,38,0.488,0.733,0.41,27,47
0.463,0.72,0.343,24,43,0.407,0.75,0.304,19,43
0.547,0.722,0.455,25,37,0.519,0.682,0.333,27,38
0.474,0.955,0.351,29,56,0.415,0.68,0.225,26,47
0.487,0.95,0.273,23,45,0.385,0.8,0.25,17,44
0.49,0.643,0.375,32,50,0.388,0.8,0.258,20,46
0.472,0.85,0.263,26,49,0.427,0.706,0.489,24,44
0.49,0.84,0.342,32,44,0.536,0.75,0.385,35,47
0.524,0.705,0.444,22,35,0.505,0.867,0.417,27,41
0.444,0.722,0.324,23,40,0.489,0.8,0.367,28,48
0.463,0.727,0.316,21,44,0.432,0.763,0.317,21,38
0.41,0.741,0.333,26,54,0.353,0.708,0.265,18,50
0.475,0.9,0.313,22,47,0.414,0.611,0.3,23,41
0.4,0.524,0.353,22,53,0.419,0.647,0.359,23,39
0.483,0.75,0.3,25,49,0.407,0.84,0.269,19,42
0.519,0.905,0.344,26,40,0.494,0.722,0.4,27,35
0.511,0.75,0.4,29,48,0.435,0.867,0.419,24,43
0.549,0.861,0.5,32,37,0.515,0.87,0.394,30,41
0.442,0.938,0.417,25,46,0.443,0.833,0.421,21,42
0.378,0.6,0.25,21,50,0.411,0.944,0.206,20,55
0.458,0.864,0.375,20,49,0.411,0.706,0.361,24,45
0.398,0.786,0.324,28,47,0.434,0.792,0.314,20,42
0.446,0.727,0.3,21,47,0.516,0.7,0.281,29,45
0.442,0.609,0.297,15,45,0.373,0.875,0.261,21,44
0.463,0.676,0.36,25,32,0.586,0.733,0.407,30,51
0.451,0.75,0.316,26,37,0.539,0.833,0.4,22,47
0.495,0.65,0.372,30,47,0.39,0.759,0.31,20,47
0.442,0.875,0.256,32,39,0.524,0.759,0.385,26,51
0.338,0.914,0.308,19,41,0.44,0.55,0.343,25,50
0.433,0.87,0.324,20,43,0.459,0.686,0.333,19,39
0.5,0.706,0.364,23,31,0.506,0.769,0.419,24,44
0.548,0.941,0.444,30,44,0.46,0.667,0.29,27,35
0.384,0.767,0.257,24,43,0.506,0.762,0.406,24,43
0.434,0.909,0.37,17,51,0.46,0.72,0.257,28,37
0.489,0.895,0.346,27,50,0.506,0.8,0.414,31,32
0.41,0.815,0.297,19,54,0.38,0.75,0.316,24,54
0.516,0.941,0.575,35,51,0.439,0.737,0.333,21,41
0.41,0.842,0.353,16,47,0.481,0.688,0.269,16,37
0.412,0.81,0.286,28,44,0.517,0.733,0.333,32,43
0.469,0.826,0.296,22,43,0.322,0.769,0.289,18,46
0.386,0.722,0.302,20,42,0.455,0.913,0.393,24,51
0.447,0.84,0.341,26,40,0.474,0.778,0.355,20,44
0.425,0.667,0.263,26,36,0.564,0.765,0.452,39,47
0.532,0.933,0.467,30,37,0.481,0.867,0.421,26,34
0.457,0.769,0.441,22,47,0.484,0.583,0.4,24,46
0.382,0.769,0.226,19,41,0.516,0.625,0.25,30,52
0.5,0.708,0.351,33,53,0.436,0.813,0.302,25,50
0.512,0.667,0.439,29,54,0.347,0.708,0.333,20,49
0.457,0.686,0.25,22,56,0.427,0.786,0.313,23,46
0.443,0.813,0.359,23,57,0.383,0.85,0.294,19,46
0.418,0.909,0.219,16,50,0.516,0.889,0.444,32,38
0.627,0.75,0.5,35,40,0.453,0.607,0.325,28,34
0.465,0.65,0.194,27,37,0.513,0.84,0.474,23,37
0.466,0.643,0.4,18,33,0.517,0.875,0.294,29,42
0.524,0.762,0.323,26,42,0.414,0.813,0.314,31,49
0.378,0.696,0.289,20,37,0.478,0.929,0.356,28,54
0.467,0.8,0.444,24,54,0.41,0.684,0.216,16,39
0.434,0.778,0.37,27,43,0.549,0.688,0.444,23,48
0.4,0.636,0.34,11,32,0.531,0.824,0.367,28,50
0.469,0.806,0.367,22,35,0.563,0.821,0.531,35,41
0.551,0.842,0.367,28,45,0.429,0.667,0.34,25,45
0.54,0.739,0.333,29,42,0.48,0.867,0.282,23,41
0.404,0.6,0.216,15,47,0.473,0.818,0.344,25,39
0.543,0.789,0.529,33,61,0.337,0.778,0.171,17,41
0.44,0.778,0.412,30,49,0.427,0.862,0.361,25,45
0.553,0.757,0.485,33,38,0.488,0.742,0.462,27,32
0.405,0.75,0.294,23,31,0.4,0.85,0.121,24,56
0.396,0.875,0.295,23,48,0.44,0.75,0.302,25,48
0.516,0.917,0.514,30,39,0.512,0.773,0.333,23,40
0.398,0.821,0.286,17,53,0.383,0.882,0.297,22,47
0.488,0.75,0.406,23,49,0.411,0.667,0.276,19,43
0.39,0.667,0.31,18,39,0.457,0.833,0.286,23,47
0.465,0.731,0.395,23,47,0.462,0.8,0.375,23,42
0.429,0.727,0.467,20,43,0.494,0.867,0.294,29,48
0.48,0.864,0.286,26,55,0.43,0.778,0.406,33,44
0.478,0.857,0.364,24,47,0.449,0.842,0.269,19,39
0.4,0.938,0.321,18,42,0.409,0.792,0.379,23,54
0.424,0.95,0.412,18,46,0.453,0.84,0.364,20,35
0.474,0.607,0.326,31,45,0.509,0.762,0.357,37,56
0.432,0.833,0.237,29,41,0.416,0.75,0.361,28,53
0.5,1,0.444,28,48,0.433,0.769,0.333,23,39
0.402,0.8,0.238,24,54,0.427,0.611,0.292,21,42
0.42,0.8,0.425,26,48,0.388,0.714,0.226,20,46
0.464,0.789,0.424,26,41,0.547,0.688,0.367,33,47
0.406,0.833,0.313,16,49,0.44,0.742,0.316,26,56
0.444,0.588,0.333,29,49,0.389,0.923,0.324,21,53
0.437,0.688,0.303,23,49,0.337,0.87,0.304,25,44
0.55,0.719,0.483,30,38,0.476,0.947,0.429,20,39
0.474,0.882,0.414,26,45,0.367,0.4,0.355,13,40
0.38,0.897,0.412,24,35,0.5,0.867,0.5,33,49
0.517,0.778,0.348,28,49,0.413,0.75,0.3,22,39
0.457,0.95,0.222,23,49,0.458,0.81,0.356,21,45
0.45,0.8,0.293,26,48,0.481,0.722,0.447,23,40
0.527,0.905,0.455,34,41,0.511,0.962,0.292,28,41
0.425,0.69,0.279,17,40,0.544,0.536,0.447,34,55
0.404,0.783,0.341,26,45,0.556,0.72,0.415,39,45
0.553,0.625,0.353,32,41,0.435,0.833,0.379,21,47
0.495,0.895,0.415,37,47,0.448,0.704,0.361,29,54
0.402,0.579,0.457,22,51,0.488,0.655,0.436,22,43
0.444,0.667,0.5,23,42,0.475,0.923,0.378,22,38
0.49,0.632,0.313,31,61,0.343,0.769,0.227,23,39
0.422,0.793,0.235,20,46,0.425,0.833,0.212,22,43
0.411,0.8,0.323,22,63,0.36,0.84,0.214,20,49
0.593,0.69,0.571,39,49,0.467,0.55,0.333,26,36
0.444,0.7,0.308,22,47,0.506,0.75,0.429,26,42
0.44,0.808,0.256,18,41,0.471,0.781,0.346,15,48
0.444,0.889,0.321,19,41,0.477,1,0.385,20,48
0.5,0.929,0.333,26,33,0.57,0.897,0.238,28,38
0.379,0.808,0.3,22,46,0.407,0.688,0.179,20,46
0.447,0.692,0.436,22,45,0.472,0.68,0.444,24,44
0.4,0.7,0.273,23,55,0.367,0.833,0.257,21,52
0.477,0.933,0.306,27,42,0.467,0.833,0.341,22,44
0.423,0.778,0.395,18,36,0.451,0.759,0.463,29,50
0.422,0.75,0.407,15,47,0.453,0.733,0.267,20,48
0.435,0.762,0.294,28,49,0.467,0.773,0.333,21,45
0.469,0.724,0.409,30,52,0.432,0.684,0.257,27,50
0.488,0.714,0.214,17,51,0.421,0.656,0.237,22,35
0.404,0.875,0.303,28,48,0.541,0.7,0.548,32,42
0.495,0.65,0.344,24,44,0.518,0.778,0.412,31,45
0.521,0.941,0.425,33,54,0.416,0.727,0.341,25,42
0.46,0.903,0.421,26,51,0.481,0.538,0.368,28,45
0.451,0.808,0.29,28,33,0.471,0.571,0.286,24,61
0.43,0.739,0.355,17,49,0.424,0.889,0.37,24,44
0.424,0.773,0.239,21,47,0.484,0.643,0.419,31,47
0.402,0.636,0.261,21,47,0.482,0.824,0.487,22,43
0.449,0.905,0.378,23,28,0.463,0.724,0.24,21,47
0.489,0.846,0.368,39,43,0.411,0.895,0.405,24,49
0.528,0.857,0.439,29,41,0.545,0.875,0.341,31,39
0.5,0.882,0.344,22,31,0.527,0.889,0.356,34,40
0.477,0.833,0.382,21,44,0.449,0.821,0.333,22,30
0.453,0.893,0.361,25,46,0.421,0.815,0.333,17,45
0.466,0.714,0.231,26,48,0.446,0.786,0.413,24,39
0.513,0.815,0.382,31,39,0.438,1,0.273,26,49
0.459,0.571,0.257,27,34,0.505,1,0.415,36,53
0.412,0.667,0.333,20,41,0.447,0.714,0.359,28,48
0.48,0.793,0.317,20,28,0.446,0.75,0.237,21,56
0.533,0.833,0.479,27,48,0.411,0.633,0.314,28,50
0.406,0.788,0.257,18,63,0.412,0.714,0.3,30,48
0.529,0.808,0.222,26,43,0.488,0.84,0.5,17,44
0.433,0.84,0.333,26,57,0.488,0.71,0.389,23,40
0.435,0.875,0.381,20,36,0.535,0.815,0.313,33,46
0.435,0.786,0.318,19,45,0.535,0.667,0.531,39,40
0.542,0.885,0.37,28,51,0.41,0.938,0.314,20,37
0.418,0.759,0.258,23,55,0.407,0.867,0.444,22,42
0.418,0.833,0.345,25,33,0.519,0.864,0.409,30,47
0.441,0.824,0.333,21,46,0.465,0.839,0.424,21,43
0.571,0.583,0.32,27,46,0.443,0.905,0.421,23,44
0.417,0.758,0.314,19,54,0.487,0.895,0.441,27,37
0.48,0.625,0.385,28,58,0.433,0.625,0.343,24,47
0.414,0.714,0.419,21,49,0.37,0.545,0.195,12,48
0.474,0.854,0.379,18,49,0.43,0.636,0.341,23,41
0.553,0.867,0.463,27,47,0.353,0.815,0.286,19,54
0.457,0.778,0.259,21,52,0.42,0.65,0.406,22,43
0.483,0.778,0.361,26,33,0.495,0.917,0.394,24,50
0.5,0.647,0.31,27,47,0.422,0.652,0.286,20,44
0.37,0.765,0.343,19,43,0.383,0.889,0.258,19,48
0.419,0.655,0.378,25,45,0.518,0.594,0.346,27,48
0.347,0.727,0.095,19,50,0.407,0.824,0.393,17,49
0.619,0.773,0.455,38,41,0.478,0.692,0.423,26,37
0.412,0.828,0.333,18,43,0.453,0.75,0.366,24,39
0.461,0.75,0.353,22,56,0.396,0.875,0.2,19,45
0.42,0.708,0.35,23,45,0.529,0.625,0.276,22,46
0.48,0.867,0.385,21,38,0.469,0.692,0.375,23,36
0.458,0.846,0.308,24,37,0.553,0.727,0.459,31,40
0.446,0.913,0.471,26,42,0.494,0.786,0.405,27,47
0.437,0.818,0.366,24,43,0.442,0.842,0.467,23,42
0.53,0.76,0.457,24,30,0.522,0.759,0.412,27,48
0.4,0.65,0.184,22,45,0.411,0.375,0.4,20,54
0.45,0.769,0.444,24,44,0.42,0.842,0.341,27,42
0.417,0.516,0.313,20,43,0.41,0.65,0.242,24,44
0.421,0.741,0.436,25,57,0.389,0.833,0.333,16,45
0.534,0.786,0.439,33,39,0.414,0.667,0.326,20,44
0.449,0.885,0.441,22,45,0.543,0.714,0.486,29,44
0.444,0.737,0.412,30,53,0.371,0.75,0.34,23,53
0.45,0.444,0.333,26,44,0.453,0.767,0.29,19,55
0.456,0.87,0.355,25,35,0.511,0.765,0.379,22,50
0.427,0.833,0.3,19,33,0.571,0.727,0.364,38,41
0.381,0.741,0.378,25,45,0.568,0.688,0.382,31,47
0.404,0.611,0.294,28,51,0.431,0.647,0.313,17,43
0.528,0.833,0.423,39,52,0.416,0.696,0.25,24,43
0.389,0.643,0.242,22,43,0.5,0.864,0.387,25,50
0.42,0.889,0.345,22,38,0.47,0.8,0.3,33,53
0.477,0.71,0.361,24,47,0.415,0.857,0.244,26,49
0.56,0.784,0.481,39,52,0.388,0.735,0.25,16,42
0.566,0.727,0.478,17,40,0.436,0.714,0.267,23,45
0.465,0.667,0.308,26,46,0.411,0.909,0.366,29,48
0.447,0.417,0.4,28,50,0.379,0.571,0.342,23,46
0.473,0.704,0.364,24,48,0.427,0.833,0.378,24,44
0.482,1,0.367,20,37,0.494,0.857,0.378,28,42
0.417,0.893,0.286,29,47,0.483,0.815,0.438,31,41
0.444,0.757,0.333,24,49,0.427,0.857,0.333,19,43
0.523,0.684,0.342,27,47,0.438,0.808,0.405,16,28
0.432,0.905,0.281,19,44,0.43,0.885,0.433,21,46
0.413,0.923,0.222,20,38,0.451,0.895,0.292,20,46
0.489,0.895,0.375,23,43,0.45,0.88,0.45,23,43
0.452,0.87,0.31,17,44,0.56,0.75,0.432,30,38
0.407,0.765,0.267,25,43,0.451,0.818,0.278,26,47
0.417,0.765,0.35,23,54,0.415,0.875,0.34,28,50
0.484,0.615,0.385,26,52,0.385,0.762,0.268,17,44
0.533,0.727,0.41,31,45,0.446,0.75,0.378,29,44
0.488,0.778,0.475,30,39,0.422,0.833,0.308,18,42
0.468,0.567,0.185,21,48,0.484,0.848,0.462,33,50
0.4,0.759,0.387,21,49,0.447,0.739,0.297,27,40
0.467,0.778,0.367,24,48,0.391,0.833,0.237,17,53
0.437,0.905,0.37,25,48,0.419,0.677,0.289,23,52
0.447,0.842,0.235,22,60,0.393,0.577,0.295,21,39
0.4,0.75,0.316,24,40,0.512,0.875,0.292,26,43
0.495,0.818,0.449,30,53,0.356,0.821,0.355,22,42
0.444,0.737,0.333,22,52,0.362,0.789,0.242,22,48
0.525,0.833,0.364,27,44,0.449,0.737,0.382,18,31
0.488,0.826,0.324,30,44,0.456,0.85,0.325,26,39
0.391,0.652,0.2,14,47,0.441,0.933,0.293,29,53
0.463,0.8,0.259,16,42,0.5,0.839,0.4,20,34
0.534,0.958,0.457,33,34,0.564,0.75,0.364,27,35
0.386,0.769,0.344,24,51,0.429,0.679,0.289,24,47
0.354,0.757,0.302,21,68,0.386,1,0.349,27,51
